url,clickCount
"http://stackoverflow.com/search?q=ActionEvent %20Java",4
http://stackoverflow.com/,10
http://stackoverflow.com/help/privileges/chat,1
http://stackoverflow.com/nocaptcha?s=0cc4a81e-79d5-4f72-881b-b265886f1275#',1
http://stackoverflow.com/nocaptcha?s=223690f4-8007-4549-b0ce-1a6488f75a5a,1
http://stackoverflow.com/nocaptcha?s=41d9ad62-8c41-4a5f-bbd0-e816e38c7dbf,1
http://stackoverflow.com/nocaptcha?s=57eb7a5f-1a88-4e9e-9bef-0a1c576ef374,1
http://stackoverflow.com/nocaptcha?s=7948d638-77fd-47e1-815a-eaac92b6af5e,1
http://stackoverflow.com/nocaptcha?s=a071f75c-26c9-4e7e-9521-fa5c85d7a73e,1
http://stackoverflow.com/nocaptcha?s=c48abfd0-553d-4403-9444-440e508ee739,2
http://stackoverflow.com/nocaptcha?s=d058f7c1-4a41-43d4-901d-7e63421938b0,1
http://stackoverflow.com/nocaptcha?s=e7d79f1f-93a5-448e-8027-a7a0814530a3,1
http://stackoverflow.com/posts/32646007/edit,6
http://stackoverflow.com/questions,2
http://stackoverflow.com/questions/10042/how-do-i-create-a-linked-list-data-structure-in-java,1
http://stackoverflow.com/questions/1005073/initialization-of-an-arraylist-in-one-line,8
http://stackoverflow.com/questions/10093122/how-to-centre-the-buttons-in-my-jframe,2
http://stackoverflow.com/questions/1014853/c-public-new-string-tostring-vs-public-override-string-tostring,1
http://stackoverflow.com/questions/10148746/is-there-something-like-codecademy-for-java,1
http://stackoverflow.com/questions/10150579/adding-a-column-to-a-data-frame,2
http://stackoverflow.com/questions/10226857/check-if-file-exists-in-the-jlist,1
http://stackoverflow.com/questions/10239430/do-i-actually-call-the-paintcomponent-method-i-make-when-creating-a-rectangle-in,4
http://stackoverflow.com/questions/10244105/java-buttons-adding-an-actionlistener,1
http://stackoverflow.com/questions/10253409/how-to-read-line-by-line-from-a-text-area,2
http://stackoverflow.com/questions/10274750/java-swing-setting-margins-on-textarea-with-line-border,4
http://stackoverflow.com/questions/10425953/how-to-read-numbers-separated-by-space-using-scanf,1
http://stackoverflow.com/questions/1046809/string-contains-in-java,2
http://stackoverflow.com/questions/1053467/how-do-i-save-a-string-to-a-text-file-using-java,7
http://stackoverflow.com/questions/10556369/mouselistener-in-canvas-not-working,1
http://stackoverflow.com/questions/10569553/how-to-get-input-from-the-user-with-a-java-program-running-in-the-background-s,1
http://stackoverflow.com/questions/10577610/what-is-difference-between-double-parsedoublestring-and-double-valueofstring,2
http://stackoverflow.com/questions/10618722/how-to-put-throws-ioexception-to-the-statement,13
http://stackoverflow.com/questions/10624370/how-to-parse-a-line-and-result-in-array-stuck,2
http://stackoverflow.com/questions/106336/how-do-i-find-out-what-type-each-object-is-in-a-arraylistobject,1
http://stackoverflow.com/questions/10638549/3-way-mergesort,27
http://stackoverflow.com/questions/10666276/java-this-keyword,1
http://stackoverflow.com/questions/10667884/3-partition-mergesort,14
http://stackoverflow.com/questions/10675064/find-duplicates-of-a-vector-and-delete-preserving-the-order-of-parallel-vectors,3
http://stackoverflow.com/questions/10714233/remove-item-from-arraylist,1
http://stackoverflow.com/questions/10764798/how-to-make-jtextarea-stick-to-the-window,2
http://stackoverflow.com/questions/10768619/paint-and-repaint-in-java,3
http://stackoverflow.com/questions/10946888/how-to-convert-string-to-xml-using-c-sharp,9
http://stackoverflow.com/questions/10966521/algorithm-to-compute-minimum-number-of-visible-buildings,1
http://stackoverflow.com/questions/10985223/java-polymorphism,7
http://stackoverflow.com/questions/11002766/changing-reference-group-for-categorical-predictor-variable-in-logistic-regressi,10
http://stackoverflow.com/questions/11096689/cant-get-jpanel-to-size-properly-in-swing,1
http://stackoverflow.com/questions/11229015/how-to-use-tostring-in-junit-and-eclipse,2
http://stackoverflow.com/questions/11278771/java-array-initialization-guarantees,1
http://stackoverflow.com/questions/1128723/how-can-i-test-if-an-array-contains-a-certain-value,1
http://stackoverflow.com/questions/11316778/action-listener-on-a-radio-button,3
http://stackoverflow.com/questions/11426541/can-one-buttonlistener-be-used-for-multiple-buttons,2
http://stackoverflow.com/questions/11428573/write-a-string-on-a-jpanel-centered,1
http://stackoverflow.com/questions/11461607/cant-start-eclipse-java-was-started-but-returned-exit-code-13,8
http://stackoverflow.com/questions/11480060/recursive-method-returns-a-string-in-reverse-order-needs-string-and-index-positi,1
http://stackoverflow.com/questions/11496700/how-to-use-printwriter-and-file-classes-in-java,7
http://stackoverflow.com/questions/11576824/parsing-string-java,1
http://stackoverflow.com/questions/11621302/read-multiple-lines-from-console-and-store-it-in-array-list-in-java,1
http://stackoverflow.com/questions/11626307/how-to-save-java-swing-imageicon-image-to-file,2
http://stackoverflow.com/questions/11671789/eclipse-is-telling-me-a-method-is-undefined-when-it-clearly-is-in-fact-defined,1
http://stackoverflow.com/questions/11701399/round-up-to-2-decimal-places-in-java,1
http://stackoverflow.com/questions/11871520/how-could-i-read-input-from-the-console-using-the-scanner-class,1
http://stackoverflow.com/questions/11881552/implementation-difference-between-aggregation-and-composition-in-java,1
http://stackoverflow.com/questions/1197634/java-error-implicit-super-constructor-is-undefined-for-default-constructor,4
http://stackoverflow.com/questions/11992434/how-to-get-items-from-jlist-only-when-items-are-selected,3
http://stackoverflow.com/questions/12021249/adding-jpanel-from-another-class-to-jpanel-in-jframe-begginer-java-programmer,5
http://stackoverflow.com/questions/12030618/recursive-vs-non-recursive-sorting-algorithms,2
http://stackoverflow.com/questions/12042573/java-nested-inner-class-access-outer-class-variables,2
http://stackoverflow.com/questions/12078648/setting-a-default-enabled-radiobutton-in-a-jtable,1
http://stackoverflow.com/questions/12128771/integer-inputs-using-nextint,1
http://stackoverflow.com/questions/12132003/getting-cannot-find-symbol-in-java-project-in-intellij,3
http://stackoverflow.com/questions/12178514/how-a-jpanel-displays-different-colors-from-an-array-of-colors,1
http://stackoverflow.com/questions/12207574/programmatically-change-the-desktop-wallpaper-periodically,2
http://stackoverflow.com/questions/12208574/using-addmouselistener-and-paintcomponent-for-jpanel,4
http://stackoverflow.com/questions/1232040/how-to-empty-an-array-in-javascript,1
http://stackoverflow.com/questions/12328056/how-do-i-delete-rows-in-a-data-frame,5
http://stackoverflow.com/questions/12396066/how-to-get-location-of-a-mouse-click-relative-to-a-swing-window,1
http://stackoverflow.com/questions/12517764/java-binarysearch,2
http://stackoverflow.com/questions/12570277/static-variables-in-an-abstract-class-java,2
http://stackoverflow.com/questions/12574370/reversing-an-int-string-in-mips,1
http://stackoverflow.com/questions/12617021/measure-size-length-of-singly-linked-list-in-java,5
http://stackoverflow.com/questions/1266792/how-to-change-the-default-netbeans-7-project-directory,4
http://stackoverflow.com/questions/12678781/reversing-an-array-in-java,5
http://stackoverflow.com/questions/12718786/loop-through-array-mips,1
http://stackoverflow.com/questions/12758075/how-to-create-dummy-variables,7
http://stackoverflow.com/questions/12778363/jtextarea-with-a-title,1
http://stackoverflow.com/questions/12806278/double-decimal-formatting-in-java,4
http://stackoverflow.com/questions/12815081/cannot-find-symbol-error-for-linkedlist,1
http://stackoverflow.com/questions/12838346/possible-exception-if-user-enters-string-instead-of-int,5
http://stackoverflow.com/questions/12884972/swing-changing-the-content-of-a-panel-using-updateui,1
http://stackoverflow.com/questions/12885118/using-java-delimiters-to-match-any-one-character,2
http://stackoverflow.com/questions/12887666/method-to-reverse-a-string-using-recursion,3
http://stackoverflow.com/questions/1299871/how-to-join-merge-data-frames-inner-outer-left-right,1
http://stackoverflow.com/questions/13001427/printing-out-all-the-objects-in-array-list,1
http://stackoverflow.com/questions/13021683/adding-a-label-for-a-jtextfield,3
http://stackoverflow.com/questions/13023716/need-to-take-input-to-array-until-user-enters-0-java,9
http://stackoverflow.com/questions/13102045/skipping-nextline-after-using-next-nextint-or-other-nextfoo-methods,1
http://stackoverflow.com/questions/13169606/method-in-class-cannot-be-applied-to-given-types,1
http://stackoverflow.com/questions/13185727/reading-a-txt-file-using-scanner-class-in-java,2
http://stackoverflow.com/questions/13216148/java-what-throws-an-ioexception,1
http://stackoverflow.com/questions/13298711/removing-items-from-jlist,4
http://stackoverflow.com/questions/13426995/java-gui-drawing-and-filling-a-rectangle-when-form-loads,1
http://stackoverflow.com/questions/13433438/what-to-return-on-an-indexoutofboundsexception-exception,1
http://stackoverflow.com/questions/13503280/new-line-n-is-not-working-in-jbutton-settextfnord-nfoo,1
http://stackoverflow.com/questions/13520515/command-to-remove-row-from-a-data-frame,2
http://stackoverflow.com/questions/13543714/java-number-format-dilemma,1
http://stackoverflow.com/questions/13576801/mips-computing-the-sum-of-two-inputs,3
http://stackoverflow.com/questions/13670991/interview-can-we-instantiate-abstract-class,1
http://stackoverflow.com/questions/13751877/java-arraylist-merge-sort,1
http://stackoverflow.com/questions/13791409/java-format-double-value-as-dollar-amount,1
http://stackoverflow.com/questions/13826850/error-the-method-addcomponent-in-the-type-container-is-not-applicable-for-th,1
http://stackoverflow.com/questions/13839865/how-to-parse-my-json-string-in-c4-0using-newtonsoft-json-package,2
http://stackoverflow.com/questions/13978754/exception-handling-with-wrong-user-input-java,5
http://stackoverflow.com/questions/13985796/sum-of-all-digits-for-a-given-positive-number,1
http://stackoverflow.com/questions/14018478/string-contains-ignore-case,2
http://stackoverflow.com/questions/1401904/painless-way-to-install-a-new-version-of-r-on-windows,3
http://stackoverflow.com/questions/14032757/empty-string-validation-for-multiple-jtextfield,18
http://stackoverflow.com/questions/14333681/java-how-to-read-integers-seperated-by-a-space-into-an-array,1
http://stackoverflow.com/questions/14414582/java-split-string-to-array,1
http://stackoverflow.com/questions/14423325/confidence-intervals-for-predictions-from-logistic-regression,1
http://stackoverflow.com/questions/14443259/one-action-listener-two-jbuttons,3
http://stackoverflow.com/questions/14444717/append-a-single-character-to-a-string-or-char-array-in-java,1
http://stackoverflow.com/questions/14475556/how-to-sort-arraylist-of-objects,6
http://stackoverflow.com/questions/14545896/adding-offset-to-base-from-register-in-mips,1
http://stackoverflow.com/questions/14556868/calling-a-method-from-catch-block,2
http://stackoverflow.com/questions/14569138/java-why-label-setbackgroundcolor-doesnt-work,14
http://stackoverflow.com/questions/1466418/java-scanner-class-reading-strings,2
http://stackoverflow.com/questions/14678523/formatting-a-decimal-within-a-tostring-method,6
http://stackoverflow.com/questions/14688881/tostring-java,1
http://stackoverflow.com/questions/14862306/non-static-method-cannot-be-referenced-from-a-static-context-with-methods-and-va,2
http://stackoverflow.com/questions/14916686/loop-through-an-array-mips-assembly,3
http://stackoverflow.com/questions/14918732/using-jpanel-to-draw-straight-lines-and-get-point-coordinates,2
http://stackoverflow.com/questions/14926236/how-can-i-align-elements-in-jpanels-jframes,1
http://stackoverflow.com/questions/14956265/java-split-method,6
http://stackoverflow.com/questions/14999392/count-button-clicks,4
http://stackoverflow.com/questions/15030717/two-cases-of-unchecked-or-unsafe-operations-with-jlists-and-vectors,1
http://stackoverflow.com/questions/15032959/java-swing-add-tabs-into-jpanels,1
http://stackoverflow.com/questions/15073477/java-swing-radiobuttons,8
http://stackoverflow.com/questions/15100476/mips-relevant-use-for-a-stack-pointer-sp-and-the-stack,3
http://stackoverflow.com/questions/15141678/what-does-a-diamond-sign-signify-in-uml-class-diagrams,5
http://stackoverflow.com/questions/15153870/linked-list-insert-after,2
http://stackoverflow.com/questions/15157462/cannot-instantiate-the-type-for-class-object-java,2
http://stackoverflow.com/questions/15242702/remove-all-occurrences-of-item-from-a-linked-list,3
http://stackoverflow.com/questions/15287214/how-can-i-return-a-specific-object-index-from-an-arraylist-in-java,2
http://stackoverflow.com/questions/15331637/convert-string-to-arraylist-character-in-java,1
http://stackoverflow.com/questions/153724/how-to-round-a-number-to-n-decimal-places-in-java,7
http://stackoverflow.com/questions/15405410/why-can-one-change-the-return-type-of-an-abstract-method-in-java,1
http://stackoverflow.com/questions/15443704/how-can-i-check-a-negative-solution-of-a-twos-complement-subtraction-equation,2
http://stackoverflow.com/questions/15452255/recursion-removing-duplicates,6
http://stackoverflow.com/questions/15512284/calling-results-from-methods-outside-main-into-variables-in-the-main-method,1
http://stackoverflow.com/questions/15544233/adding-array-of-jradiobuttons-with-variable-length-to-a-jwindow,2
http://stackoverflow.com/questions/15544549/how-does-paintcomponent-work,1
http://stackoverflow.com/questions/15574065/java-mousedragged-and-moving-around-in-a-graphical-interface,3
http://stackoverflow.com/questions/15594921/java-custom-singly-linked-list-delete-all-occurrences-of-elements-with-a-par,9
http://stackoverflow.com/questions/15689097/how-do-you-recursively-count-the-number-of-negative-numbers-in-an-array-java,29
http://stackoverflow.com/questions/15698239/java-invalid-method-declaration-return-type-required,4
http://stackoverflow.com/questions/15711442/java-using-accessor-and-mutator-methods,6
http://stackoverflow.com/questions/15754523/how-to-write-text-file-java,1
http://stackoverflow.com/questions/15764228/compare-two-numeric-string-values,4
http://stackoverflow.com/questions/15776644/java-how-do-i-initialize-an-array-size-if-its-unknown,1
http://stackoverflow.com/questions/157944/create-arraylist-from-array,1
http://stackoverflow.com/questions/15799034/insertion-sort-vs-selection-sort,4
http://stackoverflow.com/questions/15867148/why-do-we-need-to-extend-jframe-in-a-swing-application,1
http://stackoverflow.com/questions/15899699/add-an-element-to-int-array-in-java,2
http://stackoverflow.com/questions/15958495/linked-lists-remove-element-at-an-index,3
http://stackoverflow.com/questions/15963549/arraylist-swap-elements,7
http://stackoverflow.com/questions/15983024/how-to-check-if-three-chars-equal-each-other-and-if-they-do-what-do-they-equal,2
http://stackoverflow.com/questions/15995458/how-to-find-the-minimum-value-in-an-arraylist-along-with-the-index-number-jav,1
http://stackoverflow.com/questions/15999073/java-parse-string-to-date,1
http://stackoverflow.com/questions/16050338/mips-integer-multiplication-and-division,2
http://stackoverflow.com/questions/16061578/invalid-character-constant-in-java,3
http://stackoverflow.com/questions/16100036/parenthesis-error-check-for-infix-to-postfix-conversion-java,1
http://stackoverflow.com/questions/16126563/how-to-use-the-comparator-interface,2
http://stackoverflow.com/questions/16214186/merge-sort-with-array-lists-in-java,2
http://stackoverflow.com/questions/16227073/how-to-make-method-call-another-method-in-the-same-class,1
http://stackoverflow.com/questions/16242733/sum-all-the-elements-java-arraylist,2
http://stackoverflow.com/questions/1625234/how-to-append-text-to-an-existing-file-in-java,3
http://stackoverflow.com/questions/16311708/implement-color-change-using-action-listener,2
http://stackoverflow.com/questions/16428903/empty-if-statements,1
http://stackoverflow.com/questions/1654546/java-add-chars-to-a-string,2
http://stackoverflow.com/questions/16628376/finding-max-min-of-arraylist-java,1
http://stackoverflow.com/questions/16628568/creating-multiple-rectangle-objects-at-once-java,1
http://stackoverflow.com/questions/16640962/convert-string-to-xml-using-net,9
http://stackoverflow.com/questions/16730283/mips-jump-to-label-and-pc-increment,2
http://stackoverflow.com/questions/16742270/cannot-find-symbol-java-error,1
http://stackoverflow.com/questions/1678520/javac-not-working-in-windows-command-prompt,16
http://stackoverflow.com/questions/16787768/java-gridbaglayout-adjusting,1
http://stackoverflow.com/questions/16805764/how-to-draw-multiple-rectangles,1
http://stackoverflow.com/questions/1694782/how-to-parse-split-this-line-while-keeping-note-of-the-order,1
http://stackoverflow.com/questions/16987727/removing-last-object-of-arraylist-in-java,1
http://stackoverflow.com/questions/17013405/are-applets-now-deprecated,2
http://stackoverflow.com/questions/17077547/i-know-we-can-not-instantiate-either-an-interface-or-an-abstract-class-in-java,3
http://stackoverflow.com/questions/17091206/interface-abstract-methods-do-not-specify-a-body,2
http://stackoverflow.com/questions/1710278/efficient-way-to-print-mips-int-array,1
http://stackoverflow.com/questions/17116512/how-to-implement-comparator,1
http://stackoverflow.com/questions/17132452/java-check-if-jtextfield-is-empty-or-not,1
http://stackoverflow.com/questions/17240710/implementing-jump-register-control-to-single-cycle-mips,2
http://stackoverflow.com/questions/17432142/plot-the-observed-and-fitted-values-from-a-linear-regression-using-xyplot-from,26
http://stackoverflow.com/questions/17511518/how-to-align-jlabel-to-the-left-of-the-jpanel,2
http://stackoverflow.com/questions/17511789/button-actionlistener,3
http://stackoverflow.com/questions/17526608/how-to-find-an-object-in-an-arraylist-by-property,2
http://stackoverflow.com/questions/17629321/throwing-exception-in-main-method,2
http://stackoverflow.com/questions/17637775/how-do-i-write-a-tostring-method,4
http://stackoverflow.com/questions/17721755/parsing-dynamic-json-string-into-string-in-c-sharp-using-json-net,1
http://stackoverflow.com/questions/1777175/how-can-i-generate-javadoc-comments-in-eclipse,1
http://stackoverflow.com/questions/17778442/remove-fillrect-rectangles,2
http://stackoverflow.com/questions/17845048/java-centering-a-component-inside-gridlayout,19
http://stackoverflow.com/questions/1788923/parameter-vs-argument,1
http://stackoverflow.com/questions/17912041/java-swing-imageicon-where-to-put-images,1
